State Postal Code,State FIPS,District ID Number,School District Name,County Names,County FIPS
NE,31,78450,Wausa Public Schools,Pierce County,139
NE,31,21,Waverly School District 145,Cass County,25
NE,31,21,Waverly School District 145,Lancaster County,109
NE,31,21,Waverly School District 145,Otoe County,131
NE,31,21,Waverly School District 145,Saunders County,155
NE,31,78520,Wayne Community Schools,Cedar County,27
NE,31,78520,Wayne Community Schools,Dixon County,51
NE,31,78520,Wayne Community Schools,Wayne County,179
NE,31,78540,Weeping Water Public Schools,Cass County,25
NE,31,172,West Holt Public Schools,Holt County,89
NE,31,6,West Point Public Schools,Cuming County,39
NE,31,6,West Point Public Schools,Dodge County,53
NE,31,78660,Westside Community Schools,Douglas County,55
NE,31,78670,Wheeler Central Schools,Garfield County,71
NE,31,78670,Wheeler Central Schools,Greeley County,77
NE,31,78670,Wheeler Central Schools,Holt County,89
NE,31,78670,Wheeler Central Schools,Wheeler County,183
NE,31,78720,Wilber-Clatonia Public Schools,Gage County,67
NE,31,78720,Wilber-Clatonia Public Schools,Lancaster County,109
NE,31,78720,Wilber-Clatonia Public Schools,Saline County,151
NE,31,134,Wilcox-Hildreth Public Schools,Franklin County,61
NE,31,134,Wilcox-Hildreth Public Schools,Harlan County,83
NE,31,134,Wilcox-Hildreth Public Schools,Kearney County,99
NE,31,134,Wilcox-Hildreth Public Schools,Phelps County,137
NE,31,78810,Winnebago Public Schools,Thurston County,173
NE,31,78840,Winside Public Schools,Stanton County,167
NE,31,78840,Winside Public Schools,Wayne County,179
NE,31,8,Wisner-Pilger Public Schools,Cuming County,39
NE,31,8,Wisner-Pilger Public Schools,Stanton County,167
NE,31,8,Wisner-Pilger Public Schools,Wayne County,179
NE,31,78940,Wood River Rural Schools,Hall County,79
NE,31,78990,Wynot Public Schools,Cedar County,27
NE,31,78990,Wynot Public Schools,Dixon County,51
NE,31,79050,York Public Schools,York County,185
NE,31,79080,Yutan Public Schools,Saunders County,155
NV,32,390,Carson City School District,Carson City,510
NV,32,30,Churchill County School District,Churchill County,1
NV,32,60,Clark County School District,Clark County,3
NV,32,90,Douglas County School District,Douglas County,5
NV,32,120,Elko County School District,Elko County,7
NV,32,150,Esmeralda County School District,Esmeralda County,9
NV,32,180,Eureka County School District,Eureka County,11
NV,32,210,Humboldt County School District,Humboldt County,13
NV,32,240,Lander County School District,Lander County,15
NV,32,270,Lincoln County School District,Lincoln County,17
NV,32,300,Lyon County School District,Lyon County,19
NV,32,330,Mineral County School District,Mineral County,21
NV,32,360,Nye County School District,Nye County,23
NV,32,420,Pershing County School District,Pershing County,27
NV,32,450,Storey County School District,Storey County,29
NV,32,480,Washoe County School District,Washoe County,31
NV,32,510,White Pine County School District,White Pine County,33
NH,33,1350,Albany School District,Carroll County,3
NH,33,1380,Allenstown School District,Merrimack County,13
NH,33,1440,Alton School District,Belknap County,1
NH,33,1470,Amherst School District,Hillsborough County,11
NH,33,1500,Andover School District,Merrimack County,13
NH,33,1560,Ashland School District,Grafton County,9
NH,33,1590,Auburn School District,Rockingham County,15
NH,33,1620,Barnstead School District,Belknap County,1
NH,33,1650,Barrington School District,Strafford County,17
NH,33,1680,Bartlett School District,Carroll County,3
NH,33,1710,Bath School District,Grafton County,9
NH,33,1740,Bedford School District,Hillsborough County,11
NH,33,1830,Benton School District,Grafton County,9
NH,33,1860,Berlin School District,Coos County,7
NH,33,1890,Bethlehem School District,Grafton County,9
NH,33,1950,Bow School District,Merrimack County,13
NH,33,2010,Brentwood School District,Rockingham County,15
NH,33,2070,Brookline School District,Hillsborough County,11
NH,33,2100,Campton School District,Grafton County,9
NH,33,2130,Candia School District,Rockingham County,15
NH,33,2200,Chatham School District,Carroll County,3
NH,33,2250,Chester School District,Rockingham County,15
NH,33,2280,Chesterfield School District,Cheshire County,5
NH,33,2310,Chichester School District,Merrimack County,13
NH,33,2340,Claremont School District,Sullivan County,19
NH,33,2370,Clarksville School District,Coos County,7
NH,33,2400,Colebrook School District,Coos County,7
NH,33,2430,Columbia School District,Coos County,7
NH,33,2460,Concord School District,Merrimack County,13
NH,33,2480,Contoocook Valley School District,Cheshire County,5
NH,33,2480,Contoocook Valley School District,Hillsborough County,11
NH,33,2490,Conway School District,Carroll County,3
NH,33,2510,Coos County School District,Coos County,7
NH,33,2520,Cornish School District,Sullivan County,19
NH,33,2550,Croydon School District,Sullivan County,19
NH,33,2580,Deerfield School District,Rockingham County,15
NH,33,2610,Derry School District,Rockingham County,15
NH,33,2640,Dover School District,Strafford County,17
NH,33,2670,Dresden School District,Grafton County,9
NH,33,2730,Dummer School District,Coos County,7
NH,33,2760,Dunbarton School District,Merrimack County,13
NH,33,2790,East Kingston School District,Rockingham County,15
NH,33,2850,Eaton School District,Carroll County,3
NH,33,2870,Ellsworth School District,Grafton County,9
NH,33,2880,Epping School District,Rockingham County,15
NH,33,2910,Epsom School District,Merrimack County,13
NH,33,2940,Errol School District,Coos County,7
NH,33,17,Exeter Regional Cooperative School District,Rockingham County,15
NH,33,2970,Exeter School District,Rockingham County,15
NH,33,2990,Fall Mountain Regional School District,Cheshire County,5
NH,33,2990,Fall Mountain Regional School District,Sullivan County,19
NH,33,3000,Farmington School District,Strafford County,17
NH,33,3090,Franklin School District,Merrimack County,13
NH,33,3120,Freedom School District,Carroll County,3
NH,33,3150,Fremont School District,Rockingham County,15
NH,33,3180,Gilford School District,Belknap County,1
NH,33,3210,Gilmanton School District,Belknap County,1
NH,33,3240,Goffstown School District,Hillsborough County,11
NH,33,35,Gorham Randolph Shelburne Cooperative School Distr,Coos County,7
NH,33,3304,Goshen School District,Sullivan County,19
NH,33,3330,Governor Wentworth Regional School District,Carroll County,3
NH,33,3330,Governor Wentworth Regional School District,Strafford County,17
NH,33,3360,Grantham School District,Sullivan County,19
NH,33,3420,Greenland School District,Rockingham County,15
NH,33,3279,Hale's Location School District,Carroll County,3
NH,33,3480,Hampstead School District,Rockingham County,15
NH,33,3540,Hampton Falls School District,Rockingham County,15
NH,33,3510,Hampton School District,Rockingham County,15
NH,33,3600,Hanover School District,Grafton County,9
NH,33,3630,Harrisville School District,Cheshire County,5
NH,33,3640,Hart's Location School District,Carroll County,3
NH,33,3660,Haverhill Cooperative School District,Grafton County,9
NH,33,3690,Henniker School District,Merrimack County,13
NH,33,3720,Hill School District,Merrimack County,13
NH,33,3750,Hillsboro-Deering Cooperative School District,Hillsborough County,11
NH,33,3780,Hinsdale School District,Cheshire County,5
NH,33,3810,Holderness School District,Grafton County,9
NH,33,3840,Hollis School District,Hillsborough County,11
NH,33,3850,Hollis-Brookline Cooperative School District,Hillsborough County,11
NH,33,3870,Hooksett School District,Merrimack County,13
NH,33,3900,Hopkinton School District,Merrimack County,13
NH,33,3930,Hudson School District,Hillsborough County,11
NH,33,3960,Inter-Lakes School District,Belknap County,1
NH,33,3960,Inter-Lakes School District,Carroll County,3
NH,33,3990,Jackson School District,Carroll County,3
NH,33,4030,Jaffrey-Rindge Cooperative School District,Cheshire County,5
NH,33,3,John Stark Regional School District,Hillsborough County,11
NH,33,3,John Stark Regional School District,Merrimack County,13
NH,33,4040,Kearsarge Regional School District,Merrimack County,13
NH,33,4040,Kearsarge Regional School District,Sullivan County,19
NH,33,4050,Keene School District,Cheshire County,5
NH,33,4080,Kensington School District,Rockingham County,15
NH,33,4140,Laconia School District,Belknap County,1
NH,33,4150,Lafayette Regional School District,Grafton County,9
NH,33,4170,Landaff School District,Grafton County,9
NH,33,4230,Lebanon School District,Grafton County,9
NH,33,3303,Lempster School District,Sullivan County,19
NH,33,4260,Lincoln-Woodstock School District,Grafton County,9
NH,33,4290,Lisbon Regional School District,Grafton County,9
NH,33,4350,Litchfield School District,Hillsborough County,11
NH,33,4380,Littleton School District,Grafton County,9
NH,33,4410,Londonderry School District,Rockingham County,15
NH,33,4500,Lyme School District,Grafton County,9
NH,33,4560,Madison School District,Carroll County,3
NH,33,4590,Manchester School District,Hillsborough County,11
NH,33,4620,Marlborough School District,Cheshire County,5
NH,33,4650,Marlow School District,Cheshire County,5
NH,33,4670,Mascenic Regional School District,Hillsborough County,11
NH,33,4680,Mascoma Valley Regional School District,Grafton County,9
NH,33,3276,Mason School District,Hillsborough County,11
NH,33,4740,Merrimack School District,Hillsborough County,11
NH,33,4760,Merrimack Valley School District,Merrimack County,13
NH,33,4770,Middleton School District,Strafford County,17
NH,33,4800,Milan School District,Coos County,7
NH,33,4830,Milford School District,Hillsborough County,11
NH,33,616,Milton School District,Strafford County,17
NH,33,4890,Monadnock Regional School District,Cheshire County,5
NH,33,4920,Monroe School District,Grafton County,9
NH,33,4950,Mont Vernon School District,Hillsborough County,11
NH,33,4960,Moultonborough School District,Carroll County,3
NH,33,4980,Nashua School District,Hillsborough County,11
NH,33,5010,Nelson School District,Cheshire County,5
NH,33,5040,New Boston School District,Hillsborough County,11
NH,33,5070,New Castle School District,Rockingham County,15
NH,33,5190,Newfields School District,Rockingham County,15
NH,33,5220,Newfound Area School District,Belknap County,1
NH,33,5220,Newfound Area School District,Grafton County,9
NH,33,5220,Newfound Area School District,Merrimack County,13
NH,33,5250,Newington School District,Rockingham County,15
NH,33,5280,Newmarket School District,Rockingham County,15
NH,33,5310,Newport School District,Sullivan County,19
NH,33,5370,North Hampton School District,Rockingham County,15
NH,33,5400,Northumberland School District,Coos County,7
NH,33,5430,Northwood School District,Rockingham County,15
NH,33,5460,Nottingham School District,Rockingham County,15
NH,33,5520,Oyster River Cooperative School District,Strafford County,17
NH,33,5550,Pelham School District,Hillsborough County,11
NH,33,5580,Pembroke School District,Merrimack County,13
NH,33,99965,Pemi-Baker Regional School District,Grafton County,9
NH,33,5670,Piermont School District,Grafton County,9
NH,33,5700,Pittsburg School District,Coos County,7
NH,33,5730,Pittsfield School District,Merrimack County,13
NH,33,5760,Plainfield School District,Sullivan County,19
NH,33,5790,Plymouth School District,Grafton County,9
NH,33,5820,Portsmouth School District,Rockingham County,15
NH,33,5830,Profile School District,Grafton County,9
NH,33,49,Prospect Mountain High School Joint Maintenance Ag,Belknap County,1
NH,33,5880,Raymond School District,Rockingham County,15
NH,33,33009,Rivendell Interstate School District,Grafton County,9
NH,33,5940,Rochester School District,Strafford County,17
NH,33,5970,Rollinsford School District,Strafford County,17
NH,33,6000,Rumney School District,Grafton County,9
NH,33,6030,Rye School District,Rockingham County,15
NH,33,6060,Salem School District,Rockingham County,15
NH,33,6080,Sanborn Regional School District,Rockingham County,15
NH,33,6150,Seabrook School District,Rockingham County,15
NH,33,6180,Shaker Regional School District,Belknap County,1
NH,33,6180,Shaker Regional School District,Merrimack County,13
NH,33,6240,Somersworth School District,Strafford County,17
NH,33,6260,Souhegan Cooperative School District,Hillsborough County,11
NH,33,6270,South Hampton School District,Rockingham County,15
NH,33,6330,Stark School District,Coos County,7
NH,33,6360,Stewartstown School District,Coos County,7
NH,33,6390,Stoddard School District,Cheshire County,5
NH,33,6420,Strafford School District,Strafford County,17
NH,33,6450,Stratford School District,Coos County,7
NH,33,6480,Stratham School District,Rockingham County,15
NH,33,3293,Sullivan School District,Cheshire County,5
NH,33,6540,Sunapee School District,Sullivan County,19
NH,33,3275,Surry School District,Cheshire County,5
NH,33,6600,Tamworth School District,Carroll County,3
NH,33,6660,Thornton School District,Grafton County,9
NH,33,6720,Timberlane Regional School District,Rockingham County,15
NH,33,6750,Unity School District,Sullivan County,19
NH,33,6780,Wakefield School District,Carroll County,3
NH,33,6870,Warren School District,Grafton County,9
NH,33,6900,Washington School District,Sullivan County,19
NH,33,6910,Waterville Valley School District,Grafton County,9
NH,33,6930,Weare School District,Hillsborough County,11
NH,33,6990,Wentworth School District,Grafton County,9
NH,33,7020,Westmoreland School District,Cheshire County,5
NH,33,7050,White Mountain Regional School District,Coos County,7
NH,33,7115,Wilton-Lyndeborough School District,Hillsborough County,11
NH,33,7140,Winchester School District,Cheshire County,5
NH,33,7170,Windham School District,Rockingham County,15
NH,33,7200,Windsor School District,Hillsborough County,11
NH,33,7230,Winnacunnet Cooperative School District,Rockingham County,15
NH,33,7300,Winnisquam Regional School District,Belknap County,1
NH,33,7300,Winnisquam Regional School District,Merrimack County,13
NJ,34,660,Absecon City School District,Atlantic County,1
NJ,34,690,Alexandria Township School District,Hunterdon County,19
NJ,34,720,Allamuchy Township School District,Warren County,41
NJ,34,750,Allendale Borough School District,Bergen County,3
NJ,34,780,Allenhurst Borough School District,Monmouth County,25
NJ,34,810,Alloway Township School District,Salem County,33
NJ,34,840,Alpha Borough School District,Warren County,41
NJ,34,870,Alpine Borough School District,Bergen County,3
NJ,34,900,Andover Regional School District,Sussex County,37
NJ,34,930,Asbury Park City School District,Monmouth County,25
NJ,34,960,Atlantic City School District,Atlantic County,1
NJ,34,1020,Atlantic Highlands Borough School District,Monmouth County,25
NJ,34,1050,Audubon Borough School District,Camden County,7
NJ,34,1110,Avalon Borough School District,Cape May County,9
NJ,34,1140,Avon-by-the-Sea Borough School District,Monmouth County,25
NJ,34,16470,Barnegat Township School District,Ocean County,29
NJ,34,1170,Barrington Borough School District,Camden County,7
NJ,34,1200,Bass River Township School District,Burlington County,5
NJ,34,1230,Bay Head Borough School District,Ocean County,29
NJ,34,1260,Bayonne City School District,Hudson County,17
NJ,34,1290,Beach Haven Borough School District,Ocean County,29
NJ,34,1320,Bedminster Township School District,Somerset County,35
NJ,34,1350,Belleville Town School District,Essex County,13
NJ,34,1380,Bellmawr Borough School District,Camden County,7
NJ,34,1410,Belmar Borough School District,Monmouth County,25
NJ,34,1440,Belvidere Town School District,Warren County,41
NJ,34,1500,Bergenfield Borough School District,Bergen County,3
NJ,34,1530,Berkeley Heights Township School District,Union County,39
NJ,34,1560,Berkeley Township School District,Ocean County,29
NJ,34,1590,Berlin Borough School District,Camden County,7
NJ,34,1620,Berlin Township School District,Camden County,7
NJ,34,1650,Bernards Township School District,Somerset County,35
NJ,34,1710,Bethlehem Township School District,Hunterdon County,19
NJ,34,1740,Beverly City School District,Burlington County,5
NJ,34,1770,Black Horse Pike Regional School District,Camden County,7
NJ,34,1800,Blairstown Township School District,Warren County,41
NJ,34,1830,Bloomfield Township School District,Essex County,13
NJ,34,1860,Bloomingdale Borough School District,Passaic County,31
NJ,34,1890,Bloomsbury Borough School District,Hunterdon County,19
NJ,34,1920,Bogota Borough School District,Bergen County,3
NJ,34,1950,Boonton Town School District,Morris County,27
NJ,34,1980,Boonton Township School District,Morris County,27
NJ,34,2030,Bordentown Regional School District,Burlington County,5
NJ,34,2100,Bound Brook Borough School District,Somerset County,35
NJ,34,2130,Bradley Beach Borough School District,Monmouth County,25
NJ,34,2160,Branchburg Township School District,Somerset County,35
NJ,34,2220,Brick Township School District,Ocean County,29
NJ,34,2250,Bridgeton City School District,Cumberland County,11
NJ,34,2280,Bridgewater-Raritan Regional School District,Somerset County,35
NJ,34,2310,Brielle Borough School District,Monmouth County,25
NJ,34,2340,Brigantine City School District,Atlantic County,1
NJ,34,2370,Brooklawn Borough School District,Camden County,7
NJ,34,2400,Buena Regional School District,Atlantic County,1
NJ,34,2430,Burlington City School District,Burlington County,5
NJ,34,2460,Burlington Township School District,Burlington County,5
NJ,34,2520,Butler Borough School District,Morris County,27
NJ,34,2550,Byram Township School District,Sussex County,37
NJ,34,2580,Caldwell-West Caldwell School District,Essex County,13
NJ,34,2610,Califon Borough School District,Hunterdon County,19
NJ,34,2640,Camden City School District,Camden County,7
NJ,34,2700,Cape May City School District,Cape May County,9
NJ,34,2760,Cape May Point Borough School District,Cape May County,9
NJ,34,2790,Carlstadt Borough School District,Bergen County,3
NJ,34,2800,Carlstadt-East Rutherford School District,Bergen County,3
NJ,34,2820,Carteret Borough School District,Middlesex County,23
NJ,34,2850,Cedar Grove Township School District,Essex County,13
NJ,34,2910,Central Regional School District,Ocean County,29
NJ,34,3000,Cherry Hill Township School District,Camden County,7
NJ,34,3030,Chesilhurst Borough School District,Camden County,7
NJ,34,3060,Chester Township School District,Morris County,27
NJ,34,3090,Chesterfield Township School District,Burlington County,5
NJ,34,3120,Cinnaminson Township School District,Burlington County,5
NJ,34,3150,Clark Township School District,Union County,39
NJ,34,3180,Clayton Borough School District,Gloucester County,15
NJ,34,3210,Clearview Regional School District,Gloucester County,15
NJ,34,3240,Clementon Borough School District,Camden County,7
NJ,34,3270,Cliffside Park Borough School District,Bergen County,3
NJ,34,3300,Clifton City School District,Passaic County,31
NJ,34,3330,Clinton Town-Glen Gardner School District,Hunterdon County,19
NJ,34,3360,Clinton Township School District,Hunterdon County,19
NJ,34,3390,Closter Borough School District,Bergen County,3
NJ,34,3420,Collingswood Borough School District,Camden County,7
NJ,34,3450,Colts Neck Township School District,Monmouth County,25
NJ,34,3480,Commercial Township School District,Cumberland County,11
NJ,34,3510,Corbin City School District,Atlantic County,1
NJ,34,3540,Cranbury Township School District,Middlesex County,23
NJ,34,3570,Cranford Township School District,Union County,39
NJ,34,3600,Cresskill Borough School District,Bergen County,3
NJ,34,3620,Cumberland Regional School District,Cumberland County,11
NJ,34,3630,Deal Borough School District,Monmouth County,25
NJ,34,3660,Deerfield Township School District,Cumberland County,11
NJ,34,3690,Delanco Township School District,Burlington County,5
NJ,34,3720,Delaware Township School District,Hunterdon County,19
NJ,34,3750,Delaware Valley Regional School District,Hunterdon County,19
NJ,34,3780,Delran Township School District,Burlington County,5
NJ,34,15450,Delsea Regional High School School District,Gloucester County,15
NJ,34,3810,Demarest Borough School District,Bergen County,3
NJ,34,3840,Dennis Township School District,Cape May County,9
NJ,34,3870,Denville Township School District,Morris County,27
NJ,34,3900,Deptford Township School District,Gloucester County,15
NJ,34,3930,Dover Town School District,Morris County,27
NJ,34,3960,Downe Township School District,Cumberland County,11
NJ,34,3990,Dumont Borough School District,Bergen County,3
NJ,34,4020,Dunellen Borough School District,Middlesex County,23
NJ,34,4050,Eagleswood Township School District,Ocean County,29
NJ,34,4080,East Amwell Township School District,Hunterdon County,19
NJ,34,4110,East Brunswick Township School District,Middlesex County,23
NJ,34,4140,East Greenwich Township School District,Gloucester County,15
NJ,34,4170,East Hanover Township School District,Morris County,27
NJ,34,4200,East Newark Borough School District,Hudson County,17
NJ,34,4230,East Orange City School District,Essex County,13
NJ,34,4290,East Rutherford Borough School District,Bergen County,3
NJ,34,4320,East Windsor Regional School District,Mercer County,21
NJ,34,4350,Eastampton Township School District,Burlington County,5
NJ,34,4380,Eastern Camden County Regional School District,Camden County,7
NJ,34,4410,Eatontown Borough School District,Monmouth County,25
NJ,34,4440,Edgewater Borough School District,Bergen County,3
NJ,34,4470,Edgewater Park Township School District,Burlington County,5
NJ,34,4500,Edison Township School District,Middlesex County,23
NJ,34,4530,Egg Harbor City School District,Atlantic County,1
NJ,34,4560,Egg Harbor Township School District,Atlantic County,1
NJ,34,4590,Elizabeth City School District,Union County,39
NJ,34,4620,Elk Township School District,Gloucester County,15
NJ,34,4660,Elmwood Park Borough School District,Bergen County,3
NJ,34,4680,Elsinboro Township School District,Salem County,33
NJ,34,4710,Emerson Borough School District,Bergen County,3
NJ,34,4740,Englewood City School District,Bergen County,3
NJ,34,4770,Englewood Cliffs Borough School District,Bergen County,3
NJ,34,4830,Essex Fells Borough School District,Essex County,13
NJ,34,4860,Estell Manor City School District,Atlantic County,1
NJ,34,4890,Evesham Township School District,Burlington County,5
NJ,34,4920,Ewing Township School District,Mercer County,21
NJ,34,4950,Fair Haven Borough School District,Monmouth County,25
NJ,34,4980,Fair Lawn Borough School District,Bergen County,3
NJ,34,5040,Fairfield Township School District,Cumberland County,11
NJ,34,5010,Fairfield Township School District,Essex County,13
NJ,34,5070,Fairview Borough School District,Bergen County,3
NJ,34,5130,Farmingdale Borough School District,Monmouth County,25
NJ,34,5190,Flemington-Raritan Regional School District,Hunterdon County,19
NJ,34,5220,Florence Township School District,Burlington County,5
NJ,34,5250,Florham Park Borough School District,Morris County,27
NJ,34,5280,Folsom Borough School District,Atlantic County,1
NJ,34,5310,Fort Lee Borough School District,Bergen County,3
NJ,34,5340,Frankford Township School District,Sussex County,37
NJ,34,5400,Franklin Borough School District,Sussex County,37
NJ,34,5370,Franklin Lakes Borough School District,Bergen County,3
NJ,34,5430,Franklin Township School District,Gloucester County,15
NJ,34,5460,Franklin Township School District,Hunterdon County,19
NJ,34,5490,Franklin Township School District,Somerset County,35
NJ,34,5520,Franklin Township School District,Warren County,41
NJ,34,5550,Fredon Township School District,Sussex County,37
NJ,34,5580,Freehold Borough School District,Monmouth County,25
NJ,34,5610,Freehold Regional School District,Monmouth County,25
NJ,34,5640,Freehold Township School District,Monmouth County,25
NJ,34,5670,Frelinghuysen Township School District,Warren County,41
NJ,34,5700,Frenchtown Borough School District,Hunterdon County,19
NJ,34,5730,Galloway Township School District,Atlantic County,1
NJ,34,5760,Garfield City School District,Bergen County,3
NJ,34,5790,Garwood Borough School District,Union County,39
NJ,34,5820,Gateway Regional School District,Gloucester County,15
NJ,34,5850,Gibbsboro Borough School District,Camden County,7
NJ,34,5880,Glassboro Borough School District,Gloucester County,15
NJ,34,5940,Glen Ridge Borough School District,Essex County,13
NJ,34,5970,Glen Rock Borough School District,Bergen County,3
NJ,34,6000,Gloucester City School District,Camden County,7
NJ,34,6030,Gloucester Township School District,Camden County,7
NJ,34,8,Great Meadows Regional School District,Warren County,41
NJ,34,6060,Greater Egg Harbor Regional School District,Atlantic County,1
NJ,34,6120,Green Brook Township School District,Somerset County,35
NJ,34,6090,Green Township School District,Sussex County,37
NJ,34,6150,Greenwich Township School District,Cumberland County,11
NJ,34,6180,Greenwich Township School District,Gloucester County,15
NJ,34,6210,Greenwich Township School District,Warren County,41
NJ,34,6240,Guttenberg Town School District,Hudson County,17
NJ,34,6270,Hackensack City School District,Bergen County,3
NJ,34,6300,Hackettstown Town School District,Warren County,41
NJ,34,6330,Haddon Heights Borough School District,Camden County,7
NJ,34,6360,Haddon Township School District,Camden County,7
NJ,34,6390,Haddonfield Borough School District,Camden County,7
NJ,34,6420,Hainesport Township School District,Burlington County,5
NJ,34,6450,Haledon Borough School District,Passaic County,31
NJ,34,6480,Hamburg Borough School District,Sussex County,37
NJ,34,6510,Hamilton Township School District,Atlantic County,1
NJ,34,6540,Hamilton Township School District,Mercer County,21
NJ,34,6570,Hammonton Town School District,Atlantic County,1
NJ,34,6600,Hampton Borough School District,Hunterdon County,19
NJ,34,6630,Hampton Township School District,Sussex County,37
NJ,34,6660,Hanover Park Regional School District,Morris County,27
NJ,34,6690,Hanover Township School District,Morris County,27
NJ,34,6720,Harding Township School District,Morris County,27
NJ,34,6780,Hardyston Township School District,Sussex County,37
NJ,34,6810,Harmony Township School District,Warren County,41
NJ,34,6840,Harrington Park Borough School District,Bergen County,3
NJ,34,6870,Harrison Town School District,Hudson County,17
NJ,34,6900,Harrison Township School District,Gloucester County,15
NJ,34,6930,Hasbrouck Heights Borough School District,Bergen County,3
NJ,34,6960,Haworth Borough School District,Bergen County,3
NJ,34,6990,Hawthorne Borough School District,Passaic County,31
NJ,34,13680,Hazlet Township School District,Monmouth County,25
NJ,34,7050,Henry Hudson Regional School District,Monmouth County,25
NJ,34,7080,Hi-Nella Borough School District,Camden County,7
NJ,34,7110,High Bridge Borough School District,Hunterdon County,19
NJ,34,7140,High Point Regional School District,Sussex County,37
NJ,34,7170,Highland Park Borough School District,Middlesex County,23
NJ,34,7200,Highlands Borough School District,Monmouth County,25
NJ,34,7230,Hillsborough Township School District,Somerset County,35
NJ,34,7260,Hillsdale Borough School District,Bergen County,3
NJ,34,7290,Hillside Township School District,Union County,39
NJ,34,7320,Ho-Ho-Kus Borough School District,Bergen County,3
NJ,34,7350,Hoboken City School District,Hudson County,17
NJ,34,7380,Holland Township School District,Hunterdon County,19
NJ,34,7410,Holmdel Township School District,Monmouth County,25
NJ,34,7440,Hopatcong Borough School District,Sussex County,37
NJ,34,7470,Hope Township School District,Warren County,41
NJ,34,7500,Hopewell Township School District,Cumberland County,11
NJ,34,7530,Hopewell Valley Regional School District,Mercer County,21
NJ,34,7560,Howell Township School District,Monmouth County,25
NJ,34,7590,Hunterdon Central Regional School District,Hunterdon County,19
NJ,34,7650,Interlaken Borough School District,Monmouth County,25
NJ,34,7680,Irvington Township School District,Essex County,13
NJ,34,7710,Island Heights Borough School District,Ocean County,29
NJ,34,7740,Jackson Township School District,Ocean County,29
NJ,34,7770,Jamesburg Borough School District,Middlesex County,23
NJ,34,7800,Jefferson Township School District,Morris County,27
NJ,34,7830,Jersey City School District,Hudson County,17
NJ,34,34001,Joint Base McGuire-Dix-Lakehurst,Burlington County,5
NJ,34,7860,Keansburg Borough School District,Monmouth County,25
NJ,34,7890,Kearny Town School District,Hudson County,17
NJ,34,7920,Kenilworth Borough School District,Union County,39
NJ,34,7950,Keyport Borough School District,Monmouth County,25
NJ,34,7980,Kingsway Regional School District,Gloucester County,15
NJ,34,8010,Kingwood Township School District,Hunterdon County,19
NJ,34,8040,Kinnelon Borough School District,Morris County,27
NJ,34,8060,Kittatinny Regional School District,Sussex County,37
NJ,34,8070,Knowlton Township School District,Warren County,41
NJ,34,8100,Lacey Township School District,Ocean County,29
NJ,34,8130,Lafayette Township School District,Sussex County,37
NJ,34,15150,Lake Como Borough School District,Monmouth County,25
NJ,34,8160,Lakehurst Borough School District,Ocean County,29
NJ,34,8190,Lakeland Regional School District,Passaic County,31
NJ,34,8220,Lakewood Township School District,Ocean County,29
NJ,34,8280,Laurel Springs Borough School District,Camden County,7
NJ,34,8310,Lavallette Borough School District,Ocean County,29
NJ,34,8340,Lawnside Borough School District,Camden County,7
NJ,34,8370,Lawrence Township School District,Cumberland County,11
NJ,34,8400,Lawrence Township School District,Mercer County,21
NJ,34,8430,Lebanon Borough School District,Hunterdon County,19
NJ,34,8460,Lebanon Township School District,Hunterdon County,19
NJ,34,8490,Lenape Regional School District,Burlington County,5
NJ,34,8500,Lenape Valley Regional School District,Morris County,27
NJ,34,8500,Lenape Valley Regional School District,Sussex County,37
NJ,34,8520,Leonia Borough School District,Bergen County,3
NJ,34,8580,Lincoln Park Borough School District,Morris County,27
NJ,34,8610,Linden City School District,Union County,39
NJ,34,8640,Lindenwold Borough School District,Camden County,7
NJ,34,8670,Linwood City School District,Atlantic County,1
NJ,34,8700,Little Egg Harbor Township School District,Ocean County,29
NJ,34,8730,Little Falls Township School District,Passaic County,31
NJ,34,8760,Little Ferry Borough School District,Bergen County,3
NJ,34,8790,Little Silver Borough School District,Monmouth County,25
NJ,34,8820,Livingston Township School District,Essex County,13
NJ,34,790,Loch Arbour School District,Monmouth County,25
NJ,34,8850,Lodi Borough School District,Bergen County,3
NJ,34,8880,Logan Township School District,Gloucester County,15
NJ,34,8910,Long Beach Island School District,Ocean County,29
NJ,34,8940,Long Branch City School District,Monmouth County,25
NJ,34,12660,Long Hill Township School District,Morris County,27
NJ,34,8671,Longport Borough School District,Atlantic County,1
NJ,34,9000,Lopatcong Township School District,Warren County,41
NJ,34,9030,Lower Alloways Creek Township School District,Salem County,33
NJ,34,9090,Lower Cape May Regional School District,Cape May County,9
NJ,34,9150,Lower Township School District,Cape May County,9
NJ,34,9180,Lumberton Township School District,Burlington County,5
NJ,34,9210,Lyndhurst Township School District,Bergen County,3
NJ,34,9240,Madison Borough School District,Morris County,27
NJ,34,9300,Magnolia Borough School District,Camden County,7
NJ,34,9330,Mahwah Township School District,Bergen County,3
NJ,34,9360,Mainland Regional School District,Atlantic County,1
NJ,34,9390,Manalapan-Englishtown Regional School District,Monmouth County,25
NJ,34,9420,Manasquan Borough School District,Monmouth County,25
NJ,34,9450,Manchester Township School District,Ocean County,29
NJ,34,9480,Mannington Township School District,Salem County,33
NJ,34,9510,Mansfield Township School District,Burlington County,5
NJ,34,9540,Mansfield Township School District,Warren County,41
NJ,34,9600,Mantua Township School District,Gloucester County,15
